StudentId,School,Class Period,Condition,Consent,Lunch Status,ELL,American Indian or Alaskan Native,Asian or Pacific Islander,Black,Hispanic,White,Two or More Races,6th Grade MSP Reading,6th Grade MSP Math,Student-Teacher Ratio,Pre-Test,Post-Test,Learning Gain,Number of Assists,# EX Problems Completed,# AP problems completed,# AP Problems correct,mood_neutral,mood_down,mood_up,mood_q,attention_yes,attention_no,attention_idle,attention_q,attendance_present,attendance_missing,mood_neutral_attention_yes_attendance_present,mood_down_attention_yes_attendance_present,mood_up_attention_yes_attendance_present,mood_q_attention_yes_attendance_present
5418,Lakota,1,paper,y,53.0,7.0,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55.0,26.0,3,10,7.0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5419,Lakota,1,paper,y,53.0,7.0,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55.0,26.0,2,11,9.0,NA,30,98,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5420,Lakota,1,paper,y,53.0,7.0,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55.0,26.0,7,8,1.0,NA,0,54,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5422,Lakota,1,paper,y,53.0,7.0,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55.0,26.0,12,13,1.0,NA,128,122,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5423,Lakota,1,paper,NA,53.0,7.0,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55.0,26.0,1,2,1.0,NA,107,17,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5424,Lakota,1,paper,y,53.0,7.0,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55.0,26.0,4,7,3.0,NA,170,29,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5425,Lakota,1,paper,y,53.0,7.0,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55.0,26.0,3,11,8.0,NA,0,59,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5426,Lakota,1,paper,y,53.0,7.0,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55.0,26.0,15,13,-2.0,NA,47,113,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,South Shore,1,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,13,18,5.0,0,604,236,233,60,2,2,0,60,2,0,2,64,0,60,0,0,0
345,South Shore,1,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,4,7,3.0,1,350,208,195,60,4,0,0,62,0,2,0,64,0,60,2,0,0
346,South Shore,1,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,9,6,-3.0,0,244,175,167,52,6,0,6,52,2,0,10,60,4,46,6,0,0
347,South Shore,1,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,6,3,-3.0,0,238,144,129,0,0,0,66,0,0,0,66,0,66,0,0,0,0
348,South Shore,1,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,8,17,9.0,1,434,201,199,48,4,0,14,40,4,0,22,52,14,40,0,0,0
350,South Shore,1,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,NA,3,NA,0,288,146,137,0,0,0,66,0,0,0,66,0,66,0,0,0,0
351,South Shore,1,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,16,16,0.0,0,622,235,231,64,0,0,0,64,0,0,0,64,0,64,0,0,0
352,South Shore,1,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,16,13,-3.0,2,267,208,191,62,2,0,0,58,2,0,4,64,0,58,0,0,0
353,South Shore,1,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,6,4,-2.0,4,167,97,88,60,4,0,0,60,0,0,4,64,0,58,2,0,0
354,South Shore,1,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,2,15,13.0,0,287,194,181,66,0,0,0,66,0,0,0,66,0,66,0,0,0
355,South Shore,1,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,10,19,9.0,1,314,172,163,62,0,2,0,62,2,0,0,64,0,60,0,2,0
356,South Shore,1,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,17,22,5.0,1,431,227,214,58,2,2,2,54,8,0,2,62,2,52,0,2,0
357,South Shore,1,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,5,9,4.0,0,388,213,192,64,0,0,0,60,4,0,0,64,0,60,0,0,0
358,South Shore,1,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,13,18,5.0,1,484,243,241,62,0,4,0,58,2,0,6,66,0,56,0,2,0
359,South Shore,1,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,22,21,-1.0,0,628,261,261,64,0,0,0,62,2,0,0,64,0,62,0,0,0
360,South Shore,1,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,5,16,11.0,0,441,238,219,58,4,0,2,54,4,0,6,64,0,52,2,0,0
361,South Shore,1,tablet,NA,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,13,20,7.0,1,663,260,258,64,2,0,0,64,0,0,2,66,0,62,2,0,0
363,South Shore,1,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,13,21,8.0,0,645,241,237,58,6,0,0,56,0,0,8,64,0,52,4,0,0
364,South Shore,1,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,15,17,2.0,0,384,245,243,62,2,2,0,56,6,0,4,66,0,52,2,2,0
365,South Shore,1,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,15,19,4.0,0,582,258,256,64,0,0,0,58,4,0,2,64,0,58,0,0,0
366,South Shore,1,tablet,NA,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,4,6,2.0,1,320,176,162,58,6,0,2,58,4,0,4,64,2,54,4,0,0
367,South Shore,1,tablet,NA,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,NA,13,NA,0,179,96,90,62,0,2,0,54,4,0,6,64,0,54,0,0,0
368,South Shore,1,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,10,14,4.0,6,96,63,60,62,2,0,0,52,6,0,6,64,0,52,0,0,0
375,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,12,10,-2.0,2,202,86,79,50,4,0,0,46,4,2,2,54,0,42,4,0,0
376,South Shore,4,tablet,NA,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,10,17,7.0,1,834,191,189,54,0,0,0,52,0,2,0,54,0,52,0,0,0
377,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,2,10,8.0,4,200,91,70,28,20,6,0,32,20,0,2,54,0,18,10,4,0
378,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,14,19,5.0,0,808,212,212,48,0,6,0,52,0,0,2,54,0,48,0,4,0
379,South Shore,4,tablet,no,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,1,6,5.0,0,249,84,62,0,0,0,54,0,0,0,54,0,54,0,0,0,0
380,South Shore,4,tablet,NA,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,1,3,2.0,3,162,112,109,40,12,0,2,42,6,0,6,52,2,34,8,0,0
381,South Shore,4,tablet,NA,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,South Shore,1,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,6,6,0.0,0,252,203,178,60,4,0,2,40,18,0,8,64,2,36,4,0,0
383,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,5,10,5.0,0,414,192,175,52,2,0,0,52,0,2,0,54,0,50,2,0,0
384,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,11,10,-1.0,2,408,145,143,46,6,2,0,48,2,0,4,54,0,42,4,2,0
385,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,15,19,4.0,0,645,211,209,50,0,0,4,50,0,0,4,50,4,50,0,0,0
386,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,5,9,4.0,2,372,187,113,42,8,0,4,42,2,2,8,50,4,38,4,0,0
387,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,5,15,10.0,2,393,155,121,54,0,0,0,52,0,2,0,54,0,52,0,0,0
388,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,7,17,10.0,0,835,217,211,52,0,0,2,48,4,0,2,54,0,48,0,0,0
389,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,9,17,8.0,1,385,129,129,48,0,0,6,48,0,0,6,50,4,48,0,0,0
390,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,8,15,7.0,1,411,193,191,40,12,2,0,52,2,0,0,54,0,40,10,2,0
391,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,14,14,0.0,0,1006,216,216,54,0,0,0,50,0,2,2,54,0,50,0,0,0
392,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,12,12,0.0,1,392,189,187,50,0,4,0,52,2,0,0,54,0,48,0,4,0
393,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,19,20,1.0,0,930,214,214,44,6,0,4,46,2,0,6,50,4,44,2,0,0
395,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,22,21,-1.0,1,727,196,194,52,0,2,0,54,0,0,0,54,0,52,0,2,0
397,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,5,9,4.0,3,285,85,73,46,8,0,0,48,6,0,0,54,0,42,6,0,0
398,South Shore,4,tablet,NA,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,8,15,7.0,3,528,188,188,52,0,0,2,50,0,0,4,52,2,50,0,0,0
399,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,6,9,3.0,3,412,180,144,6,34,0,14,26,14,0,14,40,14,6,20,0,0
400,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,10,11.5,1.5,1,634,210,210,50,0,4,0,52,0,2,0,54,0,50,0,2,0
401,South Shore,4,tablet,NA,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,3,9,6.0,0,314,84,84,0,0,0,54,0,0,0,54,0,54,0,0,0,0
402,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,16,17,1.0,1,807,215,215,50,2,0,2,40,12,0,2,52,2,40,0,0,0
403,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,8,15,7.0,0,529,205,203,52,0,2,0,54,0,0,0,54,0,52,0,2,0
404,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,16,14,-2.0,0,612,206,206,50,0,4,0,50,2,2,0,54,0,48,0,2,0
472,South Shore,1,tablet,no,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,9,14,5.0,2,369,186,186,62,4,0,0,62,4,0,0,66,0,60,2,0,0
489,South Shore,1,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,2,1,-1.0,2,325,219,182,60,6,0,0,60,4,0,2,66,0,54,6,0,0
5301,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,6,19,13.0,1,67,242,229,17,0,0,8,17,0,0,8,17,8,17,0,0,0
5302,South Shore,3,paper,NA,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,2,6,4.0,1,73,181,113,20,0,4,1,15,6,0,4,24,1,14,0,1,0
5303,South Shore,3,paper,NA,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,2,5,3.0,1,50,170,145,21,2,0,2,9,12,0,4,23,2,9,0,0,0
5304,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,20,NA,NA,0,0,0,0,8,15,0,1,11,11,0,2,23,1,8,3,0,0
5305,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,21,20,-1.0,0,0,231,216,25,0,0,0,20,3,0,2,25,0,20,0,0,0
5306,South Shore,3,paper,NA,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,12,19,7.0,1,0,0,0,21,0,0,4,20,0,0,5,21,4,20,0,0,0
5307,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,4,0,-4.0,1,37,113,81,23,1,1,0,19,4,0,2,25,0,19,0,0,0
5308,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,18,20,2.0,1,64,250,208,19,0,6,0,16,4,0,5,25,0,15,0,1,0
5309,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,17,20,3.0,0,58,282,273,5,0,0,20,4,1,0,20,5,20,4,0,0,0
5310,South Shore,3,paper,NA,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,5,15,10.0,0,44,162,109,17,0,0,8,14,2,0,9,18,7,14,0,0,0
5311,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,19,19,0.0,0,72,247,224,1,0,0,24,1,0,0,24,1,24,1,0,0,0
5313,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,8,11,3.0,1,71,206,191,24,0,0,1,19,1,0,5,24,1,19,0,0,0
5314,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,13,21,8.0,0,73,279,251,0,0,0,25,0,0,0,25,0,25,0,0,0,0
5315,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,11,10,-1.0,1,71,258,229,24,1,0,0,14,8,0,3,25,0,14,0,0,0
5316,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,17,17,0.0,1,62,189,182,12,0,0,13,12,0,0,13,12,13,12,0,0,0
5317,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,7,5,-2.0,0,91,199,138,21,0,4,0,16,8,0,1,25,0,16,0,0,0
5318,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,16,19,3.0,0,81,274,244,6,0,0,19,5,0,0,20,6,19,5,0,0,0
5319,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,4,18,14.0,2,44,226,192,25,0,0,0,24,0,0,1,25,0,24,0,0,0
5320,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,6,10,4.0,0,70,281,203,12,0,0,13,4,4,0,17,12,13,4,0,0,0
5321,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,13,17,4.0,1,40,317,280,23,0,0,2,16,6,0,3,23,2,16,0,0,0
5322,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,20,17,-3.0,0,62,193,179,7,0,0,18,7,0,0,18,7,18,7,0,0,0
5323,South Shore,3,paper,NA,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,12,19,7.0,0,77,285,277,4,0,0,21,4,0,0,21,4,21,4,0,0,0
5324,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,17,22,5.0,0,71,310,285,9,2,0,14,10,1,0,14,11,14,9,1,0,0
5325,South Shore,3,paper,NA,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,2,6,4.0,0,31,44,28,8,3,0,14,6,2,0,17,13,12,5,1,0,0
5326,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,4,11,7.0,6,69,246,170,24,0,0,1,20,4,0,1,24,1,20,0,0,0
5327,South Shore,3,paper,NA,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,5,7,2.0,1,55,212,120,19,2,1,3,9,10,0,6,22,3,7,2,0,0
5331,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,19,21,2.0,0,66,317,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5312,South Shore,3,paper,NA,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,NA,18,NA,NA,46,192,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,6,21,15.0,0,807,164,158,38,0,0,4,32,3,2,5,39,3,32,0,0,0
445,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,16,22,6.0,0,1270,190,190,39,0,4,0,36,2,5,0,43,0,32,0,4,0
446,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,18,22,4.0,0,1352,180,180,33,9,1,0,33,7,3,0,43,0,31,2,0,0
447,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,10,22,12.0,0,1363,181,181,43,0,0,0,37,0,6,0,43,0,37,0,0,0
448,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,16,22,6.0,0,1489,181,179,40,0,2,0,39,0,3,0,42,0,38,0,1,0
449,TAFA,2,tablet,NA,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,4,8,4.0,3,534,83,78,18,0,0,25,16,1,0,26,18,25,16,0,0,0
450,TAFA,2,tablet,NA,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,7,19,12.0,0,715,112,106,43,0,0,0,38,3,2,0,43,0,38,0,0,0
451,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,3,12,9.0,3,713,117,115,43,0,0,0,37,3,3,0,43,0,37,0,0,0
452,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,8,18,10.0,1,846,107,105,42,0,0,1,37,2,3,1,43,0,37,0,0,0
454,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,19,22,3.0,0,1123,182,182,42,0,0,0,39,0,3,0,42,0,39,0,0,0
455,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,9,16,7.0,3,546,101,83,41,1,0,0,38,2,2,0,42,0,38,0,0,0
456,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,1,18,17.0,2,630,93,91,40,1,1,0,40,1,1,0,42,0,38,1,1,0
457,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,8,10,2.0,3,596,82,74,40,0,2,0,39,1,2,0,42,0,38,0,1,0
458,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,4,15,11.0,0,849,91,91,35,0,7,0,39,0,3,0,42,0,33,0,6,0
459,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,3,15,12.0,1,672,88,83,39,0,2,2,36,2,3,2,43,0,35,0,1,0
460,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,15,12,-3.0,0,1274,194,194,39,0,3,1,33,4,5,1,43,0,31,0,2,0
461,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,7,21,14.0,0,913,99,95,41,0,1,0,40,0,2,0,42,0,39,0,1,0
462,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,10,22,12.0,0,1168,194,194,43,0,0,0,40,0,3,0,43,0,40,0,0,0
463,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,10,20,10.0,0,1096,135,132,41,1,0,0,40,0,2,0,42,0,39,1,0,0
464,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,8,19,11.0,0,805,149,149,39,1,1,2,33,4,4,2,41,2,33,0,0,0
465,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,4,11,7.0,1,1037,141,139,43,0,0,0,37,1,5,0,43,0,37,0,0,0
466,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,5,6,1.0,2,687,83,79,42,0,0,0,41,0,1,0,42,0,41,0,0,0
467,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,9,15,6.0,0,741,80,77,41,0,1,0,39,1,2,0,42,0,38,0,1,0
469,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,26.0,3,19,16.0,0,820,117,108,43,0,0,0,37,3,3,0,43,0,37,0,0,0
5201,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,24.0,7,16,9.0,0,226,165,150,63,0,7,0,59,10,1,0,70,0,56,0,3,0
5203,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,24.0,1,4,3.0,0,66,113,68,81,0,1,0,78,1,3,0,82,0,77,0,1,0
5204,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,24.0,9,21,12.0,2,263,177,144,80,0,2,0,77,1,4,0,82,0,76,0,1,0
5205,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,24.0,6,8,2.0,1,217,117,89,81,0,1,0,73,6,3,0,82,0,72,0,1,0
5206,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,24.0,3,9,6.0,0,207,147,75,79,0,3,0,77,1,4,0,82,0,76,0,1,0
5207,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,24.0,16,NA,NA,1,218,92,88,81,0,0,1,78,0,2,2,81,1,78,0,0,0
5208,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,24.0,8,20,12.0,0,199,173,155,12,0,0,70,11,1,0,70,12,70,11,0,0,0
5209,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,24.0,12,17,5.0,0,148,157,139,14,0,0,68,14,0,0,68,14,68,14,0,0,0
5210,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,24.0,19,22,3.0,1,224,225,207,74,2,6,0,61,17,3,1,82,0,59,0,2,0
5211,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,24.0,5,13,8.0,0,196,153,115,78,2,1,1,65,12,4,1,82,0,64,0,1,0
5212,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,24.0,NA,10,NA,0,94,62,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5213,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,24.0,9,21,12.0,0,262,164,142,81,1,0,0,79,1,2,0,82,0,78,1,0,0
5214,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,24.0,8,6,-2.0,2,175,146,114,77,3,1,1,46,30,4,2,82,0,46,0,0,0
5215,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,24.0,7,20,13.0,0,246,192,165,77,4,1,0,68,7,7,0,82,0,66,2,0,0
5216,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,24.0,18,21,3.0,0,232,209,180,76,0,6,0,79,1,2,0,82,0,75,0,4,0
5217,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,24.0,9,20,11.0,0,245,180,164,78,0,3,1,73,3,5,1,82,0,70,0,3,0
5218,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68.0,64.0,24.0,6,13,7.0,2,216,150,107,82,0,0,0,74,1,7,0,82,0,74,0,0,0
