StudentId,School,Class Period,Condition,Consent,Lunch Status,ELL,American Indian or Alaskan Native,Asian or Pacific Islander,Black,Hispanic,White,Two or More Races,6th Grade MSP Reading,6th Grade MSP Math,Student-Teacher Ratio,Pre-Test,Post-Test,Learning Gain,Number of Assists,# EX Problems Completed,# AP problems completed,# AP Problems correct,mood_neutral,mood_down,mood_up,mood_q,attention_yes,attention_no,attention_idle,attention_q,attendance_present,attendance_missing,mood_neutral_attention_yes_attendance_present,mood_down_attention_yes_attendance_present,mood_up_attention_yes_attendance_present,mood_q_attention_yes_attendance_present
402,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,14,21.75,7.75,5,1475,506,499,97,2,1,2,82,15,3,2,100,2,81,0,1,0
403,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,7.5,17,9.5,0,981,461,453,101,0,2,0,99,3,1,0,103,0,97,0,2,0
404,South Shore,4,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28.0,14,18.5,4.5,0,1392,513,504,100,0,4,0,98,2,4,0,104,0,96,0,2,0
472,South Shore,1,tablet,no,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,6.5,10.5,4.0,2,767,390,384,121,4,3,1,115,12,1,1,128,1,110,2,3,0
489,South Shore,1,tablet,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27.0,2,3.75,1.75,2,913,456,365,121,6,1,1,121,5,0,3,129,0,114,6,1,0
5301,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,10,19,9.0,1,134,537,476,67,0,0,8,64,1,2,8,67,8,64,0,0,0
5302,South Shore,3,paper,NA,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,4,8,4.0,1,142,408,240,67,1,4,2,53,14,2,5,72,2,51,1,1,0
5303,South Shore,3,paper,NA,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,3.5,5,1.5,1,45,375,256,69,3,0,2,50,18,2,4,72,2,49,1,0,0
5304,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,17.5,27,9.5,1,72,648,538,45,16,2,10,31,30,1,11,63,10,27,3,1,0
5305,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,18,23,5.0,0,139,543,489,74,0,1,0,62,10,1,2,75,0,62,0,0,0
5306,South Shore,3,paper,NA,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,13,19.5,6.5,3,143,531,467,66,0,3,5,66,2,0,6,69,5,64,0,2,0
5307,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,4.5,3.5,-1.0,1,50,412,288,70,2,1,0,63,8,0,2,73,0,63,0,0,0
5308,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,14.5,23,8.5,1,156,492,441,69,0,6,0,58,7,5,5,75,0,57,0,1,0
5309,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,17,25,8.0,0,180,699,659,53,0,0,20,50,2,1,20,53,20,50,0,0,0
5310,South Shore,3,paper,NA,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,6.5,13.5,7.0,0,79,329,249,64,1,2,8,50,14,2,9,68,7,50,0,0,0
5311,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,15.5,18.75,3.25,0,82,702,581,47,1,0,26,43,5,0,26,48,26,43,0,0,0
5312,South Shore,3,paper,NA,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,13,16.5,3.5,0,91,274,241,0,0,0,48,0,0,0,48,0,48,0,0,0,0
5313,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,6.5,9.75,3.25,1,192,464,377,73,0,0,1,62,5,2,5,73,1,62,0,0,0
5314,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,13.5,19,5.5,0,171,700,591,49,0,0,25,44,1,4,25,49,25,44,0,0,0
5315,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,9,19.25,10.25,1,186,582,506,71,1,3,0,53,13,6,3,75,0,53,0,0,0
5316,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,13,23.5,10.5,1,168,683,655,61,0,1,13,59,0,3,13,62,13,58,0,1,0
5317,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,7.5,9.5,2.0,0,146,673,536,68,0,6,0,58,14,1,1,74,0,58,0,0,0
5318,South Shore,3,paper,y,63.6,16.3,1.0,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30.0,14,16.75,2.75,0,183,138,110,52,3,0,19,43,8,3,20,55,19,41,2,0,0
