StudentId,School,Class Period,Condition,Consent,Lunch Status,ELL,American Indian or Alaskan Native,Asian or Pacific Islander,Black,Hispanic,White,Two or More Races,6th Grade MSP Reading,6th Grade MSP Math,Student-Teacher Ratio,Learning Gain,Pre_TestVersion,Pre_1.A,Pre_1.B,Pre_1.C,Pre_1.D,Pre_1.E,Pre_1.F,Pre_2.A,Pre_2.B,Pre_3.A,Pre_3.B,Pre_3.C,Pre_3.D,Pre_3.E,Pre_3.F,Pre_3.G,Pre_3.H,Pre_3.I,Pre_3.J,Pre_4.A,Pre_4.B,Pre_5.A,Pre_5.B,Pre_TotalScore,Submitted to Teacher,Post_TestVersion,Post_1.A,Post_1.B,Post_1.C,Post_1.D,Post_1.E,Post_1.F,Post_2.A,Post_2.B,Post_3.A,Post_3.B,Post_3.C,Post_3.D,Post_3.E,Post_3.F,Post_3.G,Post_3.H,Post_3.I,Post_3.J,Post_4.A,Post_4.B,Post_5.A,Post_5.B,Post_TotalScore,Submitted to teacher
5114,Hamilton,3,paper,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8,7,B,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,13,0.590909091,A,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0.909090909
5115,Hamilton,3,paper,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8,15,A,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,5,0.227272727,B,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,20,0.909090909
5117,Hamilton,3,paper,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8,16,A,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.272727273,A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,1
411,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.045454545,A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.090909091
412,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,5,B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.090909091,A,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,7,0.318181818
414,Lakota,2,tablet,NA,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,NA,A,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.136363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,Lakota,2,tablet,NA,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,-1,B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.090909091,A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.045454545
416,Lakota,2,tablet,NA,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,6,B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.045454545,A,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7,0.318181818
417,Lakota,2,tablet,NA,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,-5,A,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,10,0.454545455,B,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.227272727
418,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,1,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.045454545
419,Lakota,2,tablet,NA,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,11,B,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.136363636,A,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,14,0.636363636
420,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,1,B,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.181818182,A,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.227272727
423,Lakota,2,tablet,no,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,4,A,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.136363636,B,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,7,0.318181818
424,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,5,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0.227272727
425,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,NA,NA,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,8,0.363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,2,A,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0.318181818,B,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9,0.409090909
429,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,-2,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0.090909091,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,10,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,10,0.454545455
431,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,3,A,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.136363636,B,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,6,0.272727273
432,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,-1,B,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0.272727273,A,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.227272727
433,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,2,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.090909091
434,Lakota,2,tablet,NA,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,0,A,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.181818182,B,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.181818182
435,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,-1,B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.045454545,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Lakota,2,tablet,NA,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,6,B,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0.136363636,A,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,9,0.409090909
437,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,4,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.045454545,B,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0.227272727
438,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.227272727
439,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,2,A,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.090909091,B,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.181818182
440,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,1,A,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,5,0.227272727,B,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0.272727273
5401,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,10.5,B,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0.363636364,A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.5,0,18.5,0.840909091
5402,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,1,A,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,13,0.590909091,B,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,14,0.636363636
5403,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,3,A,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,7,0.318181818,B,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,10,0.454545455
5404,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,11,B,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0.136363636,A,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,14,0.636363636
5405,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,1.5,A,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.022727273,B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.090909091
5406,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,3,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0.090909091,A,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0.227272727
5407,Lakota,1,paper,NA,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,0,B,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,7,0.318181818,A,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0.318181818
5408,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,12,B,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0.272727273,A,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,18,0.818181818
5409,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,4,B,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,6,0.272727273,A,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,10,0.454545455
5410,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,5,B,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,5,0.227272727,A,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,10,0.454545455
5411,Lakota,1,paper,NA,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,0,A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.045454545,B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.045454545
5412,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,11,B,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,9,0.409090909,A,1,1,NA,10,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,20,0.909090909
5413,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,-3,A,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0.181818182,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.045454545
5414,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,1,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.045454545
5415,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,13,A,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6,0.272727273,B,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,19,0.863636364
5416,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,18,0.818181818
5417,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,1,B,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,9,0.409090909,A,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,10,0.454545455
5418,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,7,A,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.136363636,B,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,10,0.454545455
5419,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,9,B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.090909091,A,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,11,0.5
5420,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,1,B,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,7,0.318181818,A,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.363636364
5422,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,1,A,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,12,0.545454545,B,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,13,0.590909091
5423,Lakota,1,paper,NA,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.045454545,A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.090909091
5424,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,3,B,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0.181818182,A,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,7,0.318181818
5425,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,8,A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0.136363636,B,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,11,0.5
5426,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,-2,A,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,15,0.681818182,B,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,13,0.590909091
344,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,5,A,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,13,0.590909091,B,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,18,0.818181818
345,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,3,A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0.181818182,B,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,7,0.318181818
346,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,-3,B,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,9,0.409090909,A,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0.272727273
347,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,-3,B,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,6,0.272727273,A,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0.136363636
348,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,9,A,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.363636364,B,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,17,0.772727273
350,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.136363636
351,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,0,A,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,16,0.727272727,B,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,16,0.727272727
352,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,-3,A,1,1,0,0,1,0,1,NA,10,0,0,0,0,0,0,0,1,0,1,0,0,0,16,0.727272727,B,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,13,0.590909091
353,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,-2,B,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,6,0.272727273,A,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.181818182
354,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,13,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.090909091,A,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,15,0.681818182
355,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,9,A,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,10,0.454545455,B,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,19,0.863636364
356,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,5,A,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,17,0.772727273,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,1
357,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,4,B,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0.227272727,A,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,9,0.409090909
358,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,5,B,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,13,0.590909091,A,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,18,0.818181818
359,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,-1,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,1,A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,21,0.954545455
360,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,11,A,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,0.227272727,B,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,16,0.727272727
361,South Shore,1,tablet,NA,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,7,B,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,13,0.590909091,A,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,20,0.909090909
363,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,8,A,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,13,0.590909091,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,21,0.954545455
364,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,2,B,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,15,0.681818182,A,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,17,0.772727273
365,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,4,B,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,15,0.681818182,A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,19,0.863636364
366,South Shore,1,tablet,NA,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,2,A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,0.181818182,A,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,6,0.272727273
367,South Shore,1,tablet,NA,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,13,0.590909091
368,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,4,A,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,10,0.454545455,B,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,14,0.636363636
375,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,-2,B,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,12,0.545454545,A,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,10,0.454545455
376,South Shore,4,tablet,NA,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,7,A,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,10,0.454545455,B,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,17,0.772727273
377,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,8,B,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0.090909091,A,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,10,0.454545455
378,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,5,B,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,14,0.636363636,A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,19,0.863636364
379,South Shore,4,tablet,no,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,5,B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.045454545,A,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.272727273
380,South Shore,4,tablet,NA,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,2,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.045454545,B,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0.136363636
